"","uid","domainID","siteID","namedLocation","collectDate","sampleID","sampleCode","batchID","sampleCondition","laboratoryName","analysisDate","analyzedBy","sampleType","replicate","sampleVolumeFiltered","filterSize","percentFilterAnalyzed","analyte","analyteConcentration","plantAlgaeLabUnits","testMethod","method","acidTreatment","externalRemarks","externalLabDataQF","publicationDate","release"
"377","a2f72237-fa60-4048-8207-440bbedc76b8","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.4.CNSA.1","A00000054799",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d13C",-21.42,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"378","d4e12c19-3acd-42f9-911d-c61691491b83","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.6.CNSA.1","A00000114014",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-23.13,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"379","8ca53352-183c-4ff9-ae67-a8461830c28d","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.3.CNSA.1","A00000054784",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"nitrogen",5249.47,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"380","1a726c3d-a60a-4196-9b9f-1a9d432c4889","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.3.CNSA.1","A00000054784",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"sulfur",362.84,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"381","6bda0389-623c-47b0-a159-4bb8ef49cbdb","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.7.CNSA.1","A00000113980",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d13C",-22.26,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"382","4cf73616-cf96-4478-a2d3-9775cff50c46","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.5.CNSA.1","A00000054782",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d15N",2.54,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"383","e464cc53-ea8e-42c9-90ce-7175f8581fe5","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.3.CNSA.1","A00000054784",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d15N",0.51,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"384","034d3738-f425-4349-be4d-11f109af89bb","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.7.CNSA.1","A00000113980",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"nitrogen",5604.56,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"385","cef534ba-4ffa-4738-a25f-b2219955c190","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.1.CNSA.1","A00000054788",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",16,25,100,"d15N",0,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"386","8069c335-c2fc-4ebc-96ec-dfa991c167b8","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.2.CNSA.1","A00000054786",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",6,25,100,"carbon",64854.14,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"387","776072cd-3575-44b6-b48d-d364020cbfc4","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.1.CNSA.1","A00000054788",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",16,25,100,"d13C",-22.68,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"388","41302814-8e7a-4e7c-ab02-47ecf5be21d8","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.4.CNSA.1","A00000054799",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"sulfur",248.55,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"389","7f2832ee-04f5-4a76-a458-6f2da68ed78c","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.7.CNSA.1","A00000113980",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d15N",0.95,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"390","e0bdbfb5-8cc6-4d1e-9495-b2f13d03ebea","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.5.CNSA.1","A00000054782",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"nitrogen",12029.51,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"391","ccf7376e-70d9-4609-ab98-4a62c7de8f83","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.2.CNSA.1","A00000054786",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",6,25,100,"d34S",1.62,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"392","cec3e289-604a-4fa3-9f1a-3385735e2a55","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.5.CNSA.1","A00000054782",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d34S",5.83,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"393","cb0bdd07-7e12-4f66-9dc9-9e3be04b350e","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.7.CNSA.1","A00000113980",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d34S",0.88,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"394","c14292f6-c209-4086-8561-eb20324cf449","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.8.CNSA.1","A00000114013",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-21.15,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"395","53bb729c-0140-4296-8deb-259381e9092d","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.2.CNSA.1","A00000054786",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",6,25,100,"nitrogen",9953.44,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"396","8dc5cb95-ddaa-4adf-a67f-be5bd9361318","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.5.CNSA.1","A00000054782",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",80337.14,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"397","152aabf4-f4da-41dc-81e8-fb927e5c6d6b","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.8.CNSA.1","A00000114013",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"sulfur",534.93,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"398","eb00befb-8f90-4f35-a1d1-5109d1088976","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.4.CNSA.1","A00000054799",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d34S",12.44,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"399","736f5577-0f84-4d50-9a26-00fa851a9322","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.6.CNSA.1","A00000114014",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"nitrogen",9249.58,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T182926Z","RELEASE-2023"
"400","1d13118c-0a38-405c-a4cb-3f7c9687b2ab","D12","BLDE","BLDE.AOS.reach",2019-09-09,"BLDE.20190909.EPILITHON.2.CNSA.1","A00000054786",NA,"condition ok","SIRFER Lab at University of Utah",2020-01-28,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",6,25,100,"d13C",-18.27,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T182926Z","RELEASE-2023"
"401","0dea4701-dc19-4ee9-ab92-9e5dfaf06643","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.P.1","A00000115307","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",8,25,100,"phosphorus",742.94,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"402","990be64d-fe93-4f72-9914-e6f5d3c5b4ef","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.REP2.P.2","A00000115377","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",8,25,100,"phosphorus",751.16,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"403","cd9f39a3-4de0-4a59-8681-0c000d82d2eb","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.5.P.1","A00000115403","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",8,25,100,"phosphorus",1212.99,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"404","e91c681c-11e6-47be-8a36-bcf3e7a15b35","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.3.P.1","A00000115405","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",12,25,100,"phosphorus",256.39,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"405","a8dd7396-a71c-4f7a-bd27-77721521c83d","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.6.P.1","A00000115417","21-103","condition ok","SIRFER Lab at University of Utah",2021-09-09,"a1rVWpE0V4zMCUk591/P0Q==","P","1",12,25,100,"phosphorus",449.88,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"406","b4a0e9c4-0d99-4cc3-8792-87872bbc82f0","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.P.1","A00000115389","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",10,25,100,"phosphorus",955.08,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"407","fdd92a2a-0fbd-43f4-a354-e332f0a023e6","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.1.P.1","A00000115406","21-103","condition ok","SIRFER Lab at University of Utah",2021-08-25,"a1rVWpE0V4zMCUk591/P0Q==","P","1",10,25,100,"phosphorus",815.42,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"408","fe51ed03-40ef-45c3-adf5-eaa6ef77c84a","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.8.P.1","A00000115414","21-103","condition ok","SIRFER Lab at University of Utah",2021-09-09,"a1rVWpE0V4zMCUk591/P0Q==","P","1",12,25,100,"phosphorus",575.85,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"409","aaa55ffd-cd1e-441c-ae43-ef85bbe520ad","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.P.1","A00000115416","21-103","condition ok","SIRFER Lab at University of Utah",2021-09-09,"a1rVWpE0V4zMCUk591/P0Q==","P","1",12,25,100,"phosphorus",466.42,"microgramsPerLiter","ICPMetalsLab_P_V2.1","Ivanov et al 2012","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"410","c2e6cc4e-82df-44f3-93cf-5052963ff9d2","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.CNSA.1","A00000115309","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",54642.33,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"411","b235a61a-df32-4edc-a768-8863cb32b932","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.1.CNSB.1","A00000115391","21-102","condition ok","SIRFER Lab at University of Utah",2021-06-02,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-25.65,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","Y",NA,NA,"20221128T212555Z","PROVISIONAL"
"412","76737124-a1b3-4d24-b951-9eb8754caefb","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.8.CNSA.1","A00000115415","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d13C",-25.46,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"413","89d234b1-baa4-4bf0-bac7-58f5d1f1976f","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.1.CNSA.1","A00000115392","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",0.91,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"414","ebdeb085-db6b-4135-845c-84679f4fb877","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.REP2.CNSA.2","A00000115360","21-102","condition ok","SIRFER Lab at University of Utah",2021-07-06,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",53584.77,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"415","4c770851-b914-47c2-82c0-658c88ec81ee","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.CNSB.1","A00000115420","21-102","condition ok","SIRFER Lab at University of Utah",2021-06-02,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-21.33,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","Y",NA,NA,"20221128T212555Z","PROVISIONAL"
"416","7e799895-d5bb-4ee5-b445-9673aa075784","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.3.CNSA.1","A00000115421","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"nitrogen",2482.19,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"417","971e309f-8de3-497f-8b25-b164f9f0cddf","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.1.CNSA.1","A00000115392","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",58658.08,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"418","9f62b06b-a423-4d0b-a53a-5710fda523c4","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.CNSA.1","A00000115404","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",0.91,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"419","20627e6c-082e-44bb-8e01-c87672b21b56","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.CNSA.1","A00000115388","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"carbon",51097.72,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"420","6f960b31-45a8-4bed-a6a6-5cc649f25dad","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.CNSA.1","A00000115388","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d34S",8.91,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"421","1728ad49-6bd4-4fea-b668-c42c5489a4df","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.CNSA.1","A00000115309","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"nitrogen",4735.55,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"422","cc9a12f8-319b-4b49-9274-e10b8d295b2d","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.CNSA.1","A00000115388","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d15N",0.96,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"423","17225ea9-9894-4dea-b804-a91331b82266","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.1.CNSB.1","A00000115391","21-102","condition ok","SIRFER Lab at University of Utah",2021-06-02,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",67070.86,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","Y",NA,NA,"20221128T212555Z","PROVISIONAL"
"424","7e40c824-270d-448f-aeed-d76d0dfc7e75","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.5.CNSA.1","A00000115419","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-21.58,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"425","73f89be9-3b02-478a-a65f-4c3012176442","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.CNSA.1","A00000115404","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",93979.07,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"426","7e10f820-afd2-4cef-8186-04ffd8c27147","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.CNSA.1","A00000115404","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",583.7,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"427","24413303-f09e-45c4-9bf1-6a8f26462513","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.CNSA.1","A00000115309","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d34S",8.42,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"428","c35578b2-0717-40a6-8b2a-7d537738d813","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.4.CNSA.1","A00000115404","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-20.68,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"429","0b19ae8f-103f-402a-b681-ed63f344db4b","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.CNSA.1","A00000115309","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d15N",1.22,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"430","798a7523-d19e-440c-8496-f9e1dc945b9b","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.CNSA.1","A00000115388","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"d13C",-25.69,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"431","c497d2aa-29fa-4809-99d9-7bed0e1e8ebc","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.REP2.CNSA.2","A00000115360","21-102","condition ok","SIRFER Lab at University of Utah",2021-07-06,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d34S",6.36,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b","N",NA,NA,"20221128T212555Z","PROVISIONAL"
"432","802a95b2-7560-4714-9c2d-aece0ee4df8c","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.2.REP2.CNSB.2","A00000115376","21-102","condition ok","SIRFER Lab at University of Utah",2021-08-03,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-25.47,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","Y",NA,NA,"20221128T212555Z","PROVISIONAL"
"433","7549c5f3-dfc1-44eb-bec1-69c4ba4d52d7","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.7.CNSB.1","A00000115387","21-102","condition ok","SIRFER Lab at University of Utah",2021-06-02,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",12,25,100,"carbon",38878.2,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","Y",NA,NA,"20221128T212555Z","PROVISIONAL"
"434","c19beab4-b280-4051-82fe-4d3655b5e0a8","D12","BLDE","BLDE.AOS.reach",2020-07-28,"BLDE.20200728.EPILITHON.5.CNSA.1","A00000115419","21-102","condition ok","SIRFER Lab at University of Utah",2021-05-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",101314.44,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T212555Z","PROVISIONAL"
